"AÑO","MES","CONGLOME","VIVIENDA","HOGAR","CODPERSO","UBIGEO","DOMINIO","ESTRATO","Ocup","Sexo","NiveEdu","FreqPag","Ingreso","HorasTrabj"
"2023","01","005030","002","11","01","010201","Selva",4,4,"Hombre",7,4,1800,28
"2023","01","005030","037","11","01","010201","Selva",4,3,"Hombre",7,4,1900,45
"2023","01","005030","056","11","01","010201","Selva",4,3,"Mujer",9,4,2100,0
"2023","01","005030","060","11","04","010201","Selva",4,4,"Mujer",5,4,650,93
"2023","01","005138","025","11","02","010513","Sierra",7,3,"Mujer",3,4,50,40
"2023","01","005257","007","11","02","020101","Sierra",3,3,"Hombre",9,4,1500,40
"2023","01","005257","007","11","03","020101","Sierra",3,3,"Hombre",9,4,1025,40
"2023","01","005257","007","11","04","020101","Sierra",3,3,"Mujer",9,4,1430,48
"2023","01","005257","039","11","02","020101","Sierra",3,3,"Mujer",9,4,2200,0
"2023","01","005257","061","11","02","020101","Sierra",3,3,"Hombre",7,4,780,6
"2023","01","005257","080","11","02","020101","Sierra",3,3,"Hombre",10,4,336,10
"2023","01","005257","080","11","03","020101","Sierra",3,3,"Hombre",9,4,1800,44
"2023","01","005480","006","11","02","040104","Sierra",1,4,"Hombre",5,4,2100,30
"2023","01","005480","021","11","01","040104","Sierra",1,4,"Mujer",3,4,1200,48
"2023","01","005480","021","11","04","040104","Sierra",1,4,"Hombre",7,4,1850,36
"2023","01","005480","051","11","02","040104","Sierra",1,4,"Mujer",5,4,1100,53
"2023","01","005480","079","11","01","040104","Sierra",1,4,"Hombre",5,4,1025,50
"2023","01","005511","013","11","01","040103","Sierra",1,4,"Hombre",6,4,2200,0
"2023","01","005511","032","11","05","040103","Sierra",1,3,"Mujer",9,4,400,10
"2023","01","005511","032","11","06","040103","Sierra",1,3,"Mujer",9,4,1300,45
"2023","01","005511","032","11","07","040103","Sierra",1,4,"Hombre",8,4,1050,42
"2023","01","005511","048","11","04","040103","Sierra",1,3,"Hombre",9,4,1000,36
"2023","01","005511","065","11","01","040103","Sierra",1,4,"Hombre",5,4,1730,84
"2023","01","005511","097","11","01","040103","Sierra",1,4,"Mujer",2,4,1000,48
"2023","01","005511","142","11","01","040103","Sierra",1,3,"Hombre",7,4,2500,72
"2023","01","005748","024","11","01","051001","Sierra",5,3,"Mujer",7,4,3200,66
"2023","01","005885","015","11","02","060801","Selva",3,3,"Mujer",7,4,1300,44
"2023","01","005885","071","11","02","060801","Selva",3,3,"Mujer",10,4,3500,0
"2023","01","006092","035","11","01","070102","Lima M",1,4,"Hombre",5,4,2055,48
"2023","01","006092","100","11","01","070102","Lima M",1,3,"Hombre",7,4,7630,40
"2023","01","006092","123","11","02","070102","Lima M",1,3,"Mujer",7,4,1200,48
"2023","01","006092","123","11","05","070102","Lima M",1,6,"Mujer",9,4,700,36
"2023","01","006092","232","11","03","070102","Lima M",1,3,"Mujer",9,4,2200,30
"2023","01","006092","232","11","05","070102","Lima M",1,3,"Mujer",9,4,2800,36
"2023","01","006092","232","11","06","070102","Lima M",1,3,"Hombre",9,4,1800,48
"2023","01","006193","011","11","01","080105","Sierra",2,4,"Hombre",8,4,1800,50
"2023","01","006193","011","11","02","080105","Sierra",2,3,"Mujer",9,4,3500,40
"2023","01","006193","043","11","03","080105","Sierra",2,3,"Hombre",9,4,2000,49
"2023","01","006193","043","11","04","080105","Sierra",2,3,"Mujer",9,4,1600,48
"2023","01","006571","176","11","03","100402","Sierra",7,3,"Hombre",7,4,1600,49
"2023","01","006769","150","11","03","110201","Costa",2,3,"Hombre",9,4,1700,48
"2023","01","006769","191","11","08","110201","Costa",2,3,"Hombre",8,4,1780,48
"2023","01","006921","047","11","01","120107","Sierra",2,3,"Hombre",9,4,2000,48
"2023","01","006921","047","11","03","120107","Sierra",2,3,"Mujer",9,4,2080,48
"2023","01","006921","064","11","01","120107","Sierra",2,3,"Mujer",8,4,2500,40
"2023","01","007031","001","11","02","120404","Sierra",6,3,"Mujer",7,4,1025,44
"2023","01","007031","001","11","03","120404","Sierra",6,3,"Mujer",9,4,2500,35
"2023","01","007031","016","11","01","120404","Sierra",6,3,"Mujer",5,4,1300,48
"2023","01","007195","012","11","03","130207","Costa",5,4,"Hombre",5,4,1800,70
"2023","01","007195","072","11","04","130207","Costa",5,4,"Hombre",4,4,1060,54
"2023","01","007195","105","11","03","130207","Costa",5,3,"Mujer",5,4,1031,66
"2023","01","007326","023","11","01","140101","Costa",2,3,"Hombre",5,4,3243,0
"2023","01","007326","081","11","02","140101","Costa",2,3,"Mujer",9,4,5500,36
"2023","01","007339","004","11","02","140105","Costa",2,4,"Mujer",5,4,1200,46
"2023","01","007521","056","11","02","150135","Lima M",1,3,"Hombre",7,4,1600,44
"2023","01","007521","160","11","02","150135","Lima M",1,3,"Mujer",9,4,2505,44
"2023","01","007572","008","11","03","150110","Lima M",1,6,"Mujer",5,4,750,24
"2023","01","007572","008","11","04","150110","Lima M",1,6,"Mujer",5,4,1050,48
"2023","01","007572","101","11","04","150110","Lima M",1,3,"Mujer",8,4,1700,24
"2023","01","007572","120","11","01","150110","Lima M",1,3,"Hombre",8,4,1300,10
"2023","01","007754","118","11","05","150121","Lima M",1,3,"Mujer",7,4,1025,40
"2023","01","008052","003","11","03","150601","Costa",3,3,"Mujer",9,4,800,12
"2023","01","008052","003","11","04","150601","Costa",3,3,"Mujer",9,4,1600,40
"2023","01","008052","022","11","01","150601","Costa",3,4,"Hombre",8,4,1355,48
"2023","01","008052","036","11","03","150601","Costa",3,3,"Mujer",7,4,1300,55
"2023","01","008089","022","11","01","150507","Costa",3,6,"Mujer",4,4,1200,48
"2023","01","008089","022","11","03","150507","Costa",3,4,"Hombre",4,4,1200,56
"2023","01","008089","052","11","01","150507","Costa",3,3,"Hombre",5,4,1800,48
"2023","01","008089","052","11","02","150507","Costa",3,3,"Mujer",7,4,2200,36
"2023","01","008102","010","11","03","150505","Costa",5,4,"Hombre",6,4,1000,48
"2023","01","008102","016","11","01","150505","Costa",5,3,"Hombre",8,4,3500,0
"2023","01","008514","047","11","01","180101","Costa",3,3,"Mujer",10,4,2800,55
"2023","01","008514","047","11","02","180101","Costa",3,3,"Hombre",9,4,2700,42
"2023","01","008514","087","11","01","180101","Costa",3,3,"Mujer",6,4,1450,0
"2023","01","008514","087","11","03","180101","Costa",3,3,"Hombre",10,4,3064,40
"2023","01","008620","015","11","01","190113","Sierra",3,3,"Hombre",9,4,2000,84
"2023","01","008620","015","11","02","190113","Sierra",3,3,"Mujer",9,4,2900,30
"2023","01","008620","030","11","01","190113","Sierra",3,3,"Mujer",9,4,2000,72
"2023","01","008620","094","11","01","190113","Sierra",3,3,"Hombre",9,4,3600,32
"2023","01","008620","104","11","03","190113","Sierra",3,3,"Mujer",9,4,530,30
"2023","01","008620","131","11","01","190113","Sierra",3,3,"Hombre",6,4,1600,84
"2023","01","008620","141","11","02","190113","Sierra",3,3,"Hombre",9,4,2400,40
"2023","01","008825","049","11","01","200501","Costa",3,3,"Hombre",9,4,3555,50
"2023","01","008825","049","11","05","200501","Costa",3,3,"Mujer",9,4,5000,0
"2023","01","008825","111","11","01","200501","Costa",3,3,"Mujer",3,4,45,57
"2023","01","008838","094","11","02","200601","Costa",2,3,"Mujer",9,4,4480,0
"2023","01","008838","094","11","03","200601","Costa",2,3,"Mujer",9,4,4480,40
"2023","01","008838","126","11","02","200601","Costa",2,3,"Mujer",7,4,2910,0
"2023","01","008858","012","11","03","200605","Costa",4,3,"Hombre",8,4,525,24
"2023","01","008858","083","11","04","200605","Costa",4,4,"Hombre",5,4,1236,31
"2023","01","008858","105","11","02","200605","Costa",4,3,"Mujer",9,4,5580,84
"2023","01","008956","021","11","01","200406","Costa",7,4,"Mujer",2,4,347,16
"2023","01","008956","021","11","02","200406","Costa",7,6,"Mujer",4,4,720,72
"2023","01","009015","041","11","02","211101","Sierra",2,4,"Hombre",8,4,450,48
"2023","01","009015","041","11","03","211101","Sierra",2,3,"Mujer",5,4,870,70
"2023","01","009221","010","11","01","220910","Selva",2,4,"Mujer",2,4,80,6
"2023","01","009221","178","11","01","220910","Selva",2,3,"Mujer",7,4,2000,48
"2023","01","009258","075","11","02","220601","Selva",4,3,"Mujer",7,4,1050,48
"2023","01","009398","002","11","03","230110","Costa",2,3,"Mujer",7,4,2000,36
"2023","01","009398","102","11","01","230110","Costa",2,4,"Hombre",4,4,1500,48
"2023","01","009496","054","11","01","240101","Costa",3,3,"Hombre",8,4,1024,48
"2023","01","009496","077","11","03","240101","Costa",3,3,"Hombre",5,4,2800,48
"2023","01","009496","119","11","01","240101","Costa",3,3,"Hombre",7,4,1000,40
"2023","01","009496","119","11","02","240101","Costa",3,3,"Mujer",7,4,2500,0
"2023","01","009546","009","11","03","240102","Costa",5,3,"Mujer",10,4,2600,0
"2023","01","009546","053","11","01","240102","Costa",5,4,"Hombre",5,4,800,50
"2023","01","009895","017","11","03","230102","Costa",2,4,"Hombre",5,4,1200,52
"2023","01","009901","025","11","02","180106","Sierra",5,4,"Hombre",5,4,120,18
"2023","01","009901","057","11","01","180106","Sierra",5,4,"Hombre",6,4,700,56
"2023","01","010083","056","11","06","070101","Lima M",1,4,"Hombre",6,4,1500,70
"2023","01","010083","056","11","08","070101","Lima M",1,3,"Hombre",6,4,1800,54
"2023","01","010244","053","11","01","150142","Lima M",1,4,"Mujer",5,4,1050,72
"2023","01","010244","077","11","02","150142","Lima M",1,4,"Mujer",5,4,1170,48
"2023","01","010244","147","11","01","150142","Lima M",1,4,"Mujer",6,4,1350,72
"2023","01","010244","147","11","02","150142","Lima M",1,4,"Hombre",5,4,1500,72
"2023","01","010244","147","11","03","150142","Lima M",1,3,"Mujer",5,4,2900,48
"2023","01","010269","008","11","04","160108","Selva",2,4,"Hombre",5,4,1200,24
"2023","01","010269","032","11","02","160108","Selva",2,3,"Mujer",5,4,980,45
"2023","01","010269","032","11","04","160108","Selva",2,3,"Hombre",8,4,1740,44
"2023","01","010269","045","11","01","160108","Selva",2,4,"Hombre",5,4,2160,31
"2023","01","010269","106","11","01","160108","Selva",2,3,"Mujer",10,4,2810,0
"2023","01","010269","119","11","01","160108","Selva",2,3,"Mujer",10,4,7385,36
"2023","01","010269","119","11","02","160108","Selva",2,3,"Mujer",9,4,4345,36
"2023","01","010274","028","11","01","160201","Selva",4,3,"Hombre",10,4,6500,0
"2023","01","010274","071","11","02","160201","Selva",4,3,"Mujer",6,4,800,53
"2023","01","010274","071","11","03","160201","Selva",4,3,"Hombre",5,4,440,64
"2023","01","010274","100","11","02","160201","Selva",4,3,"Mujer",9,4,2900,46
"2023","01","010274","100","11","05","160201","Selva",4,3,"Mujer",10,4,3000,40
"2023","01","010631","045","11","05","150501","Costa",3,3,"Hombre",9,4,1200,48
"2023","01","010631","056","11","01","150501","Costa",3,3,"Hombre",9,4,2000,0
"2023","01","010631","056","11","07","150501","Costa",3,3,"Hombre",7,4,2815,48
"2023","01","010656","002","11","03","150806","Costa",2,4,"Hombre",5,4,2000,48
"2023","01","010656","051","33","02","150806","Costa",2,3,"Hombre",5,4,1250,84
"2023","01","010656","107","11","03","150806","Costa",2,3,"Hombre",9,4,1000,7
"2023","01","010656","107","11","05","150806","Costa",2,4,"Mujer",5,4,1060,48
"2023","01","010656","121","11","01","150806","Costa",2,4,"Hombre",2,4,1460,48
"2023","01","015009","100","11","02","010101","Sierra",4,3,"Mujer",5,4,1500,40
"2023","01","015009","112","11","01","010101","Sierra",4,6,"Mujer",4,4,200,4
"2023","01","015020","007","11","01","010101","Sierra",4,4,"Mujer",4,4,900,54
"2023","01","015052","019","11","02","010701","Selva",4,3,"Hombre",3,4,1300,66
"2023","01","015052","039","11","02","010701","Selva",4,3,"Mujer",6,4,500,24
"2023","01","015058","036","11","01","010706","Selva",5,4,"Hombre",5,4,1800,60
"2023","01","015058","083","11","01","010706","Selva",5,6,"Mujer",6,4,500,54
"2023","01","015058","099","11","01","010706","Selva",5,3,"Hombre",9,4,2300,0
"2023","01","015080","110","11","01","010101","Sierra",8,4,"Mujer",7,4,1000,44
"2023","01","015095","027","11","01","010501","Sierra",6,3,"Hombre",9,4,2620,0
"2023","01","015095","027","11","02","010501","Sierra",6,3,"Mujer",9,4,3200,40
"2023","01","015095","112","11","01","010501","Sierra",6,3,"Hombre",10,4,4140,30
"2023","01","015103","009","11","03","010109","Sierra",8,4,"Hombre",6,4,240,48
"2023","01","015103","012","11","03","010109","Sierra",8,4,"Mujer",4,4,40,8
"2023","01","015119","033","11","01","010522","Selva",6,4,"Hombre",5,4,2520,50
"2023","01","015139","037","11","01","010401","Selva",7,4,"Mujer",7,4,1998,40
"2023","01","015139","244","11","02","010401","Selva",7,3,"Mujer",5,4,510,10
"2023","01","015160","082","11","06","010205","Selva",7,4,"Hombre",4,4,140,21
"2023","01","015160","084","11","01","010205","Selva",7,3,"Mujer",5,4,400,15
"2023","01","015183","084","11","02","010202","Selva",8,4,"Hombre",5,4,500,40
"2023","01","015183","084","11","03","010202","Selva",8,3,"Mujer",6,4,800,78
"2023","01","015191","046","11","01","021809","Costa",2,3,"Hombre",9,4,4750,40
"2023","01","015191","076","11","02","021809","Costa",2,3,"Mujer",9,4,2900,42
"2023","01","015191","088","11","01","021809","Costa",2,3,"Hombre",9,4,930,48
"2023","01","015202","007","11","01","021801","Costa",2,4,"Hombre",3,4,1160,48
"2023","01","015202","023","11","01","021801","Costa",2,3,"Mujer",7,4,1500,42
"2023","01","015202","023","11","02","021801","Costa",2,4,"Hombre",5,4,4000,30
"2023","01","015202","071","11","02","021801","Costa",2,3,"Hombre",7,4,2792,16
"2023","01","015202","071","11","06","021801","Costa",2,3,"Hombre",3,4,800,16
"2023","01","015202","120","11","01","021801","Costa",2,4,"Mujer",5,4,50,11
"2023","01","015202","151","11","01","021801","Costa",2,3,"Hombre",5,4,2500,46
"2023","01","015202","151","11","03","021801","Costa",2,3,"Mujer",9,4,2900,48
"2023","01","015202","151","11","04","021801","Costa",2,3,"Hombre",8,4,1200,51
"2023","01","015202","167","11","07","021801","Costa",2,3,"Mujer",9,4,2000,48
"2023","01","015209","021","11","01","021809","Costa",2,4,"Hombre",4,4,1320,48
"2023","01","015209","047","11","01","021809","Costa",2,4,"Hombre",5,4,1200,48
"2023","01","015209","060","12","01","021809","Costa",2,4,"Hombre",7,4,2000,60
"2023","01","015209","060","22","01","021809","Costa",2,4,"Hombre",8,4,800,18
"2023","01","015209","073","11","02","021809","Costa",2,3,"Hombre",9,4,1800,40
"2023","01","015221","017","11","01","021801","Costa",2,4,"Hombre",5,4,3500,48
"2023","01","015221","029","11","01","021801","Costa",2,4,"Hombre",4,4,1200,24
"2023","01","015221","041","11","02","021801","Costa",2,4,"Hombre",3,4,960,40
"2023","01","015221","065","11","01","021801","Costa",2,4,"Hombre",5,4,1200,46
"2023","01","015221","065","11","05","021801","Costa",2,3,"Mujer",9,4,600,23
"2023","01","015227","065","11","02","021809","Costa",2,3,"Mujer",7,4,1025,54
"2023","01","015227","081","11","01","021809","Costa",2,6,"Mujer",5,4,1025,45
"2023","01","015227","113","11","01","021809","Costa",2,4,"Hombre",2,4,360,16
"2023","01","015253","015","11","01","021805","Costa",5,4,"Hombre",3,4,1100,48
"2023","01","015253","034","11","03","021805","Costa",5,4,"Hombre",5,4,800,48
"2023","01","015253","044","11","01","021805","Costa",5,4,"Hombre",2,4,1000,42
"2023","01","015253","072","11","01","021805","Costa",5,4,"Hombre",3,4,780,26
"2023","01","015253","072","11","03","021805","Costa",5,4,"Hombre",4,4,1000,40
"2023","01","015278","017","11","01","021502","Sierra",7,4,"Hombre",5,4,450,8
"2023","01","015278","072","11","06","021502","Sierra",7,4,"Hombre",5,4,180,16
"2023","01","015278","075","11","01","021502","Sierra",7,4,"Hombre",4,4,300,8
"2023","01","015284","014","11","01","020101","Sierra",2,4,"Hombre",4,4,1440,48
"2023","01","015284","019","11","01","020101","Sierra",2,4,"Hombre",5,4,1200,64
"2023","01","015284","039","11","03","020101","Sierra",2,3,"Hombre",8,4,1500,40
"2023","01","015302","016","11","01","020101","Sierra",2,3,"Mujer",9,4,3180,48
"2023","01","015302","076","11","02","020101","Sierra",2,6,"Mujer",5,4,180,70
"2023","01","015302","076","11","03","020101","Sierra",2,3,"Hombre",5,4,1200,53
"2023","01","015302","076","11","05","020101","Sierra",2,3,"Mujer",5,4,750,28
"2023","01","015356","005","11","01","021402","Sierra",8,3,"Mujer",4,4,930,7
"2023","01","015374","025","11","01","020112","Sierra",6,3,"Hombre",9,4,2812,0
"2023","01","015374","033","11","03","020112","Sierra",6,3,"Mujer",9,4,1025,40
"2023","01","015374","033","11","04","020112","Sierra",6,4,"Hombre",6,4,970,40
"2023","01","015384","021","11","02","021604","Sierra",8,4,"Hombre",4,4,60,16
"2023","01","015384","130","11","02","021604","Sierra",8,3,"Mujer",5,4,900,40
"2023","01","015396","022","11","01","030101","Sierra",3,3,"Mujer",9,4,4980,40
"2023","01","015396","022","11","02","030101","Sierra",3,3,"Mujer",8,4,530,16
"2023","01","015396","041","11","01","030101","Sierra",3,4,"Hombre",6,4,3250,48
"2023","01","015396","041","11","03","030101","Sierra",3,3,"Hombre",9,4,2330,48
"2023","01","015396","061","11","01","030101","Sierra",3,3,"Hombre",6,4,990,40
"2023","01","015396","061","11","02","030101","Sierra",3,3,"Mujer",7,4,4945,40
"2023","01","015396","061","11","03","030101","Sierra",3,3,"Hombre",9,4,1555,56
"2023","01","015396","081","11","01","030101","Sierra",3,4,"Mujer",4,4,3270,56
"2023","01","015396","159","11","01","030101","Sierra",3,3,"Hombre",7,4,940,48
"2023","01","015427","009","11","02","030401","Sierra",5,3,"Hombre",9,4,6100,0
"2023","01","015427","094","11","01","030401","Sierra",5,3,"Hombre",7,4,2360,0
"2023","01","015427","108","11","01","030401","Sierra",5,4,"Hombre",5,4,1420,44
"2023","01","015427","108","11","02","030401","Sierra",5,4,"Mujer",6,4,1740,72
"2023","01","015435","043","11","03","030602","Sierra",5,3,"Hombre",9,4,1555,0
"2023","01","015449","013","11","01","030304","Sierra",6,4,"Hombre",6,4,250,16
"2023","01","015449","013","11","03","030304","Sierra",6,4,"Hombre",5,4,100,8
"2023","01","015460","011","11","03","030503","Sierra",8,4,"Hombre",5,4,1000,48
"2023","01","015460","067","11","03","030503","Sierra",8,3,"Mujer",5,4,900,48
"2023","01","015465","059","11","02","030506","Sierra",7,4,"Hombre",5,4,2000,44
"2023","01","015465","059","11","03","030506","Sierra",7,4,"Hombre",5,4,150,24
"2023","01","015465","126","11","01","030506","Sierra",7,4,"Mujer",7,4,1670,44
"2023","01","015465","128","11","04","030506","Sierra",7,4,"Hombre",5,4,180,16
"2023","01","015465","129","11","03","030506","Sierra",7,4,"Hombre",4,4,1800,44
"2023","01","015465","129","11","04","030506","Sierra",7,4,"Hombre",4,4,400,16
"2023","01","015513","012","11","01","030712","Sierra",6,3,"Hombre",5,4,965,43
"2023","01","015513","012","11","02","030712","Sierra",6,3,"Mujer",5,4,485,36
"2023","01","015513","068","11","01","030712","Sierra",6,3,"Hombre",9,4,4250,54
"2023","01","015513","068","11","03","030712","Sierra",6,3,"Hombre",9,4,4960,48
"2023","01","015527","017","11","02","040129","Sierra",1,4,"Hombre",5,4,1650,48
"2023","01","015527","017","11","03","040129","Sierra",1,3,"Hombre",8,4,1200,48
"2023","01","015527","031","11","01","040129","Sierra",1,3,"Hombre",10,4,2200,62
"2023","01","015527","062","11","05","040129","Sierra",1,3,"Hombre",9,4,4000,40
"2023","01","015527","093","11","04","040129","Sierra",1,3,"Hombre",9,4,3550,44
"2023","01","015527","108","11","03","040129","Sierra",1,3,"Mujer",10,4,2000,37
"2023","01","015527","122","11","01","040129","Sierra",1,3,"Hombre",7,4,1800,0
"2023","01","015527","122","11","02","040129","Sierra",1,4,"Mujer",6,4,970,0
"2023","01","015545","018","11","01","040104","Sierra",1,4,"Hombre",4,4,930,48
"2023","01","015545","075","11","02","040104","Sierra",1,3,"Mujer",5,4,600,48
"2023","01","015553","022","11","01","040122","Sierra",1,4,"Hombre",5,4,2000,56
"2023","01","015553","044","11","03","040122","Sierra",1,3,"Mujer",9,4,1200,30
"2023","01","015553","111","11","01","040122","Sierra",1,4,"Hombre",5,4,1550,72
"2023","01","015553","133","11","01","040122","Sierra",1,3,"Hombre",7,4,2900,84
"2023","01","015553","156","11","02","040122","Sierra",1,4,"Mujer",9,4,1050,48
"2023","01","015553","200","11","01","040122","Sierra",1,3,"Mujer",5,4,250,20
"2023","01","015555","047","11","02","040110","Sierra",1,3,"Mujer",6,4,1450,48
"2023","01","015578","002","11","03","040112","Sierra",1,4,"Hombre",5,4,1700,48
"2023","01","015578","002","11","04","040112","Sierra",1,3,"Mujer",6,4,1300,56
"2023","01","015578","056","11","02","040112","Sierra",1,3,"Hombre",6,4,568,30
"2023","01","015582","012","11","01","040129","Sierra",1,3,"Mujer",9,4,2500,24
"2023","01","015582","072","11","01","040129","Sierra",1,4,"Hombre",2,4,300,56
"2023","01","015582","092","11","01","040129","Sierra",1,3,"Mujer",9,4,4000,36
"2023","01","015582","112","11","02","040129","Sierra",1,3,"Mujer",9,4,4000,36
"2023","01","015582","131","11","01","040129","Sierra",1,3,"Hombre",10,4,8046,56
"2023","01","015602","079","11","01","040101","Sierra",1,3,"Hombre",9,4,500,21
"2023","01","015622","018","11","01","040103","Sierra",1,3,"Hombre",6,4,1300,48
"2023","01","015622","050","11","01","040103","Sierra",1,3,"Mujer",7,4,750,56
"2023","01","015622","055","11","01","040103","Sierra",1,4,"Hombre",5,4,2200,42
"2023","01","015628","009","11","02","040102","Sierra",1,4,"Hombre",4,4,600,32
"2023","01","015628","059","11","02","040102","Sierra",1,3,"Mujer",7,4,1600,49
"2023","01","015628","059","11","04","040102","Sierra",1,3,"Hombre",5,4,2000,98
"2023","01","015628","075","11","01","040102","Sierra",1,3,"Hombre",9,4,3000,37
"2023","01","015628","075","11","04","040102","Sierra",1,6,"Mujer",4,4,800,36
"2023","01","015628","108","11","03","040102","Sierra",1,3,"Hombre",9,4,1900,36
"2023","01","015659","007","11","01","040121","Costa",5,4,"Hombre",4,4,1500,48
"2023","01","015659","084","11","01","040121","Costa",5,4,"Hombre",4,4,1600,48
"2023","01","015659","140","11","02","040121","Costa",5,3,"Mujer",0,4,200,42
"2023","01","015716","026","11","01","040128","Sierra",4,3,"Hombre",9,4,2200,60
"2023","01","015716","058","11","01","040128","Sierra",4,4,"Hombre",5,4,1500,70
"2023","01","015730","063","11","02","040115","Sierra",5,3,"Mujer",5,4,900,49
"2023","01","015732","035","11","03","040111","Sierra",5,3,"Hombre",10,4,3390,48
"2023","01","015732","067","11","02","040111","Sierra",5,3,"Mujer",5,4,1300,30
"2023","01","015732","083","11","01","040111","Sierra",5,4,"Hombre",5,4,2000,50
"2023","01","015732","131","11","02","040111","Sierra",5,4,"Hombre",5,4,1200,24
"2023","01","015734","003","11","02","040105","Sierra",5,3,"Hombre",7,4,1025,48
"2023","01","015734","010","11","03","040105","Sierra",5,4,"Hombre",5,4,1200,77
"2023","01","015734","024","11","02","040105","Sierra",5,6,"Mujer",5,4,550,18
"2023","01","015752","076","11","01","040302","Costa",8,4,"Hombre",3,4,1100,30
"2023","01","015752","077","11","01","040302","Costa",8,4,"Hombre",5,4,800,24
"2023","01","015752","078","11","03","040302","Costa",8,4,"Hombre",5,4,1300,56
"2023","01","015752","080","11","02","040302","Costa",8,4,"Mujer",3,4,300,6
"2023","01","015773","027","11","01","040408","Sierra",6,4,"Mujer",2,4,720,24
"2023","01","015773","057","11","03","040408","Sierra",6,4,"Hombre",6,4,2400,48
"2023","01","015773","067","11","02","040408","Sierra",6,4,"Mujer",7,4,600,20
"2023","01","015773","097","11","01","040408","Sierra",6,4,"Mujer",5,4,750,40
"2023","01","015775","092","11","03","040608","Sierra",7,4,"Hombre",5,4,2000,45
"2023","01","015775","306","11","02","040608","Sierra",7,3,"Hombre",3,4,1200,40
"2023","01","015775","309","11","01","040608","Sierra",7,4,"Hombre",5,4,1800,16
"2023","01","015775","309","11","03","040608","Sierra",7,4,"Hombre",8,4,770,56
"2023","01","015811","090","11","01","050110","Sierra",2,3,"Hombre",9,4,2600,0
"2023","01","015811","090","11","02","050110","Sierra",2,3,"Mujer",7,4,2600,39
"2023","01","015811","110","11","02","050110","Sierra",2,3,"Mujer",10,4,2800,60
"2023","01","015811","147","11","03","050110","Sierra",2,3,"Hombre",7,4,1150,0
"2023","01","015819","020","11","01","050104","Sierra",2,3,"Hombre",4,4,1800,46
"2023","01","015819","030","11","01","050104","Sierra",2,3,"Hombre",9,4,6000,40
"2023","01","015819","041","11","01","050104","Sierra",2,3,"Mujer",7,4,1200,20
"2023","01","015819","051","11","05","050104","Sierra",2,3,"Mujer",5,4,600,49
"2023","01","015819","051","11","06","050104","Sierra",2,3,"Hombre",5,4,1100,48
"2023","01","015819","051","11","07","050104","Sierra",2,3,"Mujer",5,4,1000,60
"2023","01","015819","082","11","02","050104","Sierra",2,3,"Hombre",10,4,4500,48
"2023","01","015831","039","11","01","050601","Sierra",5,4,"Hombre",5,4,1500,40
"2023","01","015845","027","11","02","050701","Sierra",5,3,"Mujer",10,4,3800,30
"2023","01","015845","047","11","01","050701","Sierra",5,4,"Hombre",6,4,1500,64
"2023","01","015845","061","11","01","050701","Sierra",5,3,"Mujer",7,4,2800,25
"2023","01","015845","072","11","02","050701","Sierra",5,3,"Hombre",9,4,1345,40
"2023","01","015854","052","11","03","050619","Sierra",5,3,"Mujer",5,4,800,78
"2023","01","015854","066","11","01","050619","Sierra",5,4,"Hombre",9,4,1500,46
"2023","01","015880","031","11","02","050908","Sierra",6,4,"Hombre",4,4,150,32
"2023","01","015880","040","11","01","050908","Sierra",6,4,"Hombre",5,4,500,24
"2023","01","015880","073","11","01","050908","Sierra",6,3,"Hombre",7,4,2240,0
"2023","01","015880","082","11","02","050908","Sierra",6,3,"Hombre",9,4,4500,56
"2023","01","015881","069","11","02","050401","Sierra",7,3,"Mujer",9,4,1050,40
"2023","01","015881","070","11","02","050401","Sierra",7,4,"Hombre",5,4,1200,80
"2023","01","015881","072","11","02","050401","Sierra",7,3,"Hombre",5,4,800,71
"2023","01","015895","105","11","03","050508","Sierra",7,4,"Hombre",4,4,200,42
"2023","01","015954","025","11","01","060108","Sierra",2,6,"Mujer",2,4,800,44
"2023","01","015954","123","11","01","060108","Sierra",2,4,"Hombre",5,4,1450,48
"2023","01","015954","151","11","03","060108","Sierra",2,4,"Hombre",7,4,1050,84
"2023","01","015954","176","11","01","060108","Sierra",2,4,"Hombre",4,4,1650,48
"2023","01","015964","009","11","01","060101","Sierra",2,3,"Hombre",9,4,2500,44
"2023","01","015964","044","11","02","060101","Sierra",2,6,"Mujer",4,4,500,36
"2023","01","015964","096","11","01","060101","Sierra",2,3,"Hombre",7,4,1730,48
"2023","01","015964","131","11","02","060101","Sierra",2,4,"Hombre",5,4,1400,72
"2023","01","015974","034","11","01","060101","Sierra",2,4,"Hombre",4,4,1020,60
"2023","01","015974","083","11","03","060101","Sierra",2,3,"Mujer",9,4,1200,40
"2023","01","015974","205","11","02","060101","Sierra",2,3,"Hombre",7,4,2300,48
"2023","01","015986","012","11","02","060301","Sierra",5,6,"Mujer",4,4,300,60
"2023","01","015986","049","11","01","060301","Sierra",5,3,"Hombre",7,4,3024,0
"2023","01","016017","036","11","01","060801","Selva",3,3,"Mujer",9,4,900,20
"2023","01","016025","022","11","01","060801","Selva",3,6,"Mujer",4,4,700,46
"2023","01","016025","115","11","01","060801","Selva",3,3,"Mujer",5,4,1200,45
"2023","01","016025","158","11","02","060801","Selva",3,3,"Mujer",9,4,2900,0
"2023","01","016041","013","11","01","060505","Costa",6,3,"Hombre",4,4,1200,40
